Tick,Throttle,Speed,Current,Voltage
34676,0, 0, 1679, 52124
34726,0, 0, 1679, 52139
34776,0, 0, 1679, 52139
34826,0, 0, 1679, 52139
34876,0, 0, 1679, 52139
34926,0, 0, 1683, 52139
34976,0, 0, 1683, 52139
35068,0, 0, 1683, 52139
35118,0, 0, 1683, 52128
35168,0, 0, 1683, 52128
35218,0, 0, 1683, 52128
35268,0, 0, 1683, 52128
35404,0, 0, 1699, 52128
35454,0, 0, 1699, 52128
35504,0, 0, 1699, 52126
35554,0, 0, 1699, 52126
35604,0, 0, 1699, 52126
35654,0, 0, 1699, 52126
35704,0, 0, 1705, 52126
35754,0, 0, 1705, 52126
35804,0, 0, 1705, 52126
35854,0, 0, 1705, 52126
35904,0, 0, 1705, 52124
35954,0, 0, 1705, 52124
36004,0, 0, 1705, 52124
36054,0, 0, 1705, 52124
36104,0, 0, 1702, 52124
36154,0, 0, 1702, 52124
36246,0, 0, 1702, 52124
36296,0, 0, 1702, 52121
36346,0, 0, 1702, 52121
36396,0, 0, 1702, 52121
36532,0, 0, 1708, 52121
36582,0, 0, 1708, 52121
36632,0, 0, 1708, 52121
36682,0, 0, 1708, 52121
36732,0, 0, 1708, 52122
36782,0, 0, 1708, 52122
36832,0, 0, 1708, 52122
36882,0, 0, 1708, 52122
36932,0, 0, 1746, 52122
36982,0, 0, 1746, 52122
37032,0, 0, 1746, 52122
37082,0, 0, 1746, 52122
37132,0, 0, 1746, 52123
37182,0, 0, 1746, 52123
37232,0, 0, 1746, 52123
37282,0, 0, 1746, 52123
37332,0, 0, 1711, 52123
37382,0, 0, 1711, 52123
37474,0, 0, 1711, 52123
37524,0, 0, 1711, 52112
37660,0, 0, 1711, 52112
37710,0, 0, 1708, 52112
37760,0, 0, 1708, 52112
37810,0, 0, 1708, 52112
37860,0, 0, 1708, 52112
37910,0, 0, 1708, 52115
37960,0, 0, 1708, 52115
38010,0, 0, 1708, 52115
38060,0, 0, 1708, 52115
38110,0, 0, 1734, 52115
38160,0, 0, 1734, 52115
38210,0, 0, 1734, 52115
38260,0, 0, 1734, 52115
38310,0, 0, 1734, 52110
38360,0, 0, 1734, 52110
38410,0, 0, 1734, 52110
38460,0, 0, 1734, 52110
38510,0, 0, 1677, 52110
38560,0, 0, 1677, 52110
38652,0, 0, 1677, 52110
38788,0, 0, 1677, 52118
38838,0, 0, 1677, 52118
38888,0, 0, 1677, 52118
38938,0, 0, 1673, 52118
38988,0, 0, 1673, 52118
39038,0, 0, 1673, 52118
39088,0, 0, 1673, 52118
39138,0, 0, 1673, 52122
39188,0, 0, 1673, 52122
39238,0, 0, 1673, 52122
39288,0, 0, 1673, 52122
39338,0, 0, 1663, 52122
39388,0, 0, 1663, 52122
39438,0, 0, 1663, 52122
39488,0, 0, 1663, 52122
39538,0, 0, 1663, 52129
39588,0, 0, 1663, 52129
39638,0, 0, 1663, 52129
39688,0, 0, 1663, 52129
39738,0, 0, 1634, 52129
39916,0, 0, 1634, 52123
39966,0, 0, 1634, 52123
40016,0, 0, 1634, 52123
40066,0, 0, 1634, 52123
40116,0, 0, 1652, 52123
40166,0, 0, 1652, 52123
40216,0, 0, 1652, 52123
40266,0, 0, 1652, 52123
40316,0, 0, 1652, 52124
40366,0, 0, 1652, 52124
40416,0, 0, 1652, 52124
40466,0, 0, 1652, 52124
40516,0, 0, 1651, 52124
40566,0, 0, 1651, 52124
40616,0, 0, 1651, 52124
40666,0, 0, 1651, 52124
40801,0, 0, 1651, 52120
40851,0, 0, 1651, 52120
40901,0, 0, 1651, 52120
40951,0, 0, 1662, 52120
41001,0, 0, 1662, 52120
41051,0, 0, 1662, 52120
41143,0, 0, 1662, 52119
41193,0, 0, 1662, 52119
41243,0, 0, 1662, 52119
41293,0, 0, 1662, 52119
41343,0, 0, 1643, 52119
41393,0, 0, 1643, 52119
41443,0, 0, 1643, 52119
41493,0, 0, 1643, 52119
41543,0, 0, 1643, 52121
41593,0, 0, 1643, 52121
41643,0, 0, 1643, 52121
41693,0, 0, 1643, 52121
41743,0, 0, 1654, 52121
41793,0, 0, 1654, 52121
41928,0, 0, 1654, 52121
41978,0, 0, 1654, 52122
42028,0, 0, 1654, 52122
42078,0, 0, 1654, 52122
42128,0, 0, 1654, 52122
42178,0, 0, 1645, 52122
42228,0, 0, 1645, 52122
42320,0, 0, 1645, 52122
42370,0, 0, 1645, 52121
42420,0, 0, 1645, 52121
42470,0, 0, 1645, 52121
42520,0, 0, 1645, 52121
42570,0, 0, 1657, 52121
42620,0, 0, 1657, 52121
42670,0, 0, 1657, 52121
42720,0, 0, 1657, 52121
42770,0, 0, 1657, 52120
42820,0, 0, 1657, 52120
42870,0, 0, 1657, 52120
42920,0, 0, 1657, 52120
43056,0, 0, 1660, 52120
43106,0, 0, 1660, 52120
43156,0, 0, 1660, 52114
43206,0, 0, 1660, 52114
43256,0, 0, 1660, 52114
43306,0, 0, 1660, 52114
43356,0, 0, 1619, 52114
43406,0, 0, 1619, 52114
43498,0, 0, 1619, 52114
43548,0, 0, 1619, 52122
43598,0, 0, 1619, 52122
43648,0, 0, 1619, 52122
43698,0, 0, 1619, 52122
43748,0, 0, 1617, 52122
43798,0, 0, 1617, 52122
43848,0, 0, 1617, 52122
43898,0, 0, 1617, 52122
43948,0, 0, 1617, 52117
43998,0, 0, 1617, 52117
44048,0, 0, 1617, 52117
44184,0, 0, 1640, 52117
44234,0, 0, 1640, 52117
44284,0, 0, 1640, 52117
44334,0, 0, 1640, 52117
44384,0, 0, 1640, 52117
44434,0, 0, 1640, 52117
44484,0, 0, 1640, 52117
44534,0, 0, 1640, 52117
44584,0, 0, 1634, 52117
44634,0, 0, 1634, 52117
44726,0, 0, 1634, 52117
44776,0, 0, 1634, 52118
44826,0, 0, 1634, 52118
44876,0, 0, 1634, 52118
44926,0, 0, 1634, 52118
44976,0, 0, 1649, 52118
45026,0, 0, 1649, 52118
45076,0, 0, 1649, 52118
45126,0, 0, 1649, 52118
45176,0, 0, 1649, 52110
